Price	Description	Category	Product name	Page title	Image URL	Options	Parts Brand	Model Brand	Model Year	Displacement	Model Name	JAN
"051BG116000"	"<p><strong>Oil Filler Plug</strong><br /> <br /> 対応車種<br /> Hayabusa 1999-2013<br /> GSX-R1000 2003-2013<br /> GSX-R750 2004-2013<br /> GSX-R600 2004-2013<br /> Burgman400 2007-2013<br /> Burgman650 2006-2012<br /> GSX1250FA 2011<br /> GSF1250 Bandit 2007-2008<br /> SV1000 2003-2007<br /> SV650 2003-2009<br /> GSX750F 1998-2006<br /> GSX650F 2009<br /> GSX600F 1998-2006<br /> <br /> ヨシムラレーザーの刻印いり。<br /> <br /> 通常納期：約2～3週間程度</p><br /><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ オイルフィラープラグ(Oil Filler Plug)"	"USヨシムラ ハヤブサ隼 GSX-1300R 99-17 オイルフィラープラグ(Oil Filler Plug) ブラック 051BG116000"	"USヨシムラ ハヤブサ隼 GSX-1300R 99-17 オイルフィラープラグブラック "	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/128/051bgxxxxxx_a_l_bmdl-5p.jpg?t=1578977017"	""	"USヨシムラ"	"スズキ"	"2016(平成28)年式, 2015(平成27)年式, 2014(平成26)年式, 2013(平成25)年式, 2017(平成29)年式, 2012(平成24)年式, 2011(平成23)年式, 2010(平成22)年式, 2009(平成21)年式, 2008(平成20)年式, 2007(平成19)年式, 2006(平成18)年式, 2005(平成17)年式以前"	"1000cc OVER"	"スズキ HAYABUSA隼"	"051BG116000"
"1118AB "	"<p>USヨシムラ Aluminum Muffler Bracket Kit<br /> <br /> 素材:ブラックアルマイト処理アルミ<br /> <br /> <strong>※注意：USヨシムラ製フルエキゾーストマフラー専用です。</strong><br /> <br /> 通常納期：約15-20営業日<br /> 注意:ご利用の際の道路交通法関連に関しては当店では確認しておりませんのでご了承ください。<br /> こちらの商品メーカーサイトには１３年モデルまで適合とありますが一部のお客様よりご指摘いただき<br /> 実際には適合していないようですのでご注意くださいますようお願いいたします。</p><br /><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ ボディパーツ"	"USヨシムラ GSX-R1000 09-16 マフラーハンガーブラケット(Aluminum Muffler Bracket Kit) 1118AB"	"USヨシムラ GSX-R1000 09-16 マフラーハンガーブラケット"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/23/1118AB.jpg?t=1578974446"	""	"USヨシムラ"	"スズキ"	"2016(平成28)年式, 2015(平成27)年式, 2014(平成26)年式, 2013(平成25)年式, 2012(平成24)年式, 2011(平成23)年式, 2010(平成22)年式, 2009(平成21)年式"	"751cc～1000cc"	"スズキ GSX-R1000"	"1118AB "
"070BG116002"	"<p>Fender Eliminator Kit<br /> <br /> 対応車種<br /> GSX-R750 2011年-2019年式<br /> <br /> ナンバーが著しく見えづらくなる可能性があります。ご注意ください。<br /> 通常納期:10~20日程度</p><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"" target=""_blank"">クリック</a>してください。</p><br /><p><strong>※写真のナンバーフレームは米国仕様となります。</strong><strong>日本ナンバーとはサイズが異なりますのでご注意下さい。</strong></p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ フェンダーレスキット(Fender Eliminator Kits)"	"USヨシムラ フェンダーレスキット GSX-R600 11-19 070BG116002"	"usヨシムラ フェンダーレスキット gsx-r600 11-18 070bg116001"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/201/image__2__ccmc-rm.jpg?t=1578980062"	""	"USヨシムラ"	"スズキ"	"2016(平成28)年式, 2015(平成27)年式, 2014(平成26)年式, 2013(平成25)年式, 2017(平成29)年式, 2012(平成24)年式, 2011(平成23)年式, 2018(平成30)年式, 2019(令和元)年式"	"401cc～650cc"	"スズキ GSX-R600"	"070BG116002"
"11600AB "	"<p>USヨシムラ Aluminum Muffler Bracket Kit<br /> <br /> 適合車種<br /> GSX-R600 2011年-2019年式</p><p>素材:アルミ<br /> <br /> 通常納期：約15-20営業日<br /> <br /> 注意:ご利用の際の道路交通法関連に関しては当店では確認しておりませんのでご了承ください。</p><br /><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ ボディパーツ"	"USヨシムラ GSX-R750 2011-2019 マフラーハンガーブラケット(Aluminum Muffler Bracket Kit) 11600AB"	"USヨシムラ GSX-R750 2011-2018 マフラーハンガーブラケット 11600AB"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/23/11600AB.jpg?t=1578974453"	""	"USヨシムラ"	"スズキ"	"2016(平成28)年式, 2015(平成27)年式, 2014(平成26)年式, 2013(平成25)年式, 2017(平成29)年式, 2012(平成24)年式, 2011(平成23)年式, 2018(平成30)年式, 2019(令和元)年式"	"651cc～750cc"	"スズキ GSX-R750"	"11600AB "
"11600E0220"	"<p><strong>USヨシムラ R-77 EPA スリップオン</strong><br /> <br /> ■適合車種<br /> SUZUKI GSX-R600 2011年-2019年式<br /><br /> ■仕様<br /> サイレンサー：カーボン / ステンレス<br /> エンドキャップ：カーボン<br /> 中間パイプ：ステンレス<br /> <br /> ■通常納期<br /> 2週間から1か月程度 ※<br /> <br /> ■備考<br /> 日本国内での公道利用は出来ません。<br /> <strong>標準でステンレスサイレンサーバンドが付属しております。</strong><br /> カーボンサイレンサーバンドはUSAヨシムラ純正の追加オプション品です。<br /> <br /> ■メーカーサイト<br /> <a href=""http://www.yoshimura-rd.com"" target=""_blank"">http://www.yoshimura-rd.com</a></p><p>?</p>※納期は通常納期の目安です。ご注文いただいた商品がバッグオーダーの場合お客様にご連絡いたします。その時点でのキャンセルではキャンセル料は必要ございませんのでご安心ください。但し、注文確定後はお客様ご都合のキャンセル及び返品等は出来ません。詳しくは<a href=""http://gigastation.jp/about-us.html"" target=""_blank"">こちら</a>をご覧ください。"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ スリップオン/ボルトオン"	"USヨシムラ GSX-R750 2011-2019 R-77 スリップオン EPA騒音規制対応(低音量バージョン) 11600E0220 11600E0520"	"usヨシムラ gsx-r750 11-18 r-77 スリップオン epa騒音規制対応(低音量バージョン) "	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/207/11600E0220.JPG?t=1579168356"	"(（株）ギガステーション) サイレンサータイプ: R[カーボン:11600E0220///image=exim/backup/images/variant_image/11600E0220__1.jpg,ステンレス(カーボンエンドキャップ):11600E0520///modifier=-18000.000///modifier_type=A///image=exim/backup/images/variant_image/11600E0520.jpg]///inventory=Y///missing_variants_handling=M///multiupload=N///required=N///status=A"	"USヨシムラ"	"スズキ"	"2016(平成28)年式, 2015(平成27)年式, 2014(平成26)年式, 2013(平成25)年式, 2017(平成29)年式, 2012(平成24)年式, 2011(平成23)年式, 2018(平成30)年式, 2019(令和元)年式"	"651cc～750cc"	"スズキ GSX-R750"	"11600E0220"
"070BG112102"	"<p>Fender Eliminator Kit<br /> <br /> 対応車種:Hayabusa 2008年式-2019年式<br /> <br /> 通常納期：約10営業日-1ヶ月営業日</p><br /><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"" target=""_blank"">クリック</a>してください。</p><br /><p><strong>※写真のナンバーフレームは米国仕様となります。</strong><strong>日本ナンバーとはサイズが異なりますのでご注意下さい。</strong></p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ フェンダーレスキット(Fender Eliminator Kits)"	"USヨシムラ ハヤブサ隼 08-19 フェンダーレスキット 070BG112102"	"USヨシムラ ハヤブサ隼 08-17 フェンダーレスキット 070BG112101"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/201/image__2__tz2s-vx.jpg?t=1578980063"	""	"USヨシムラ"	"スズキ"	"2016(平成28)年式, 2015(平成27)年式, 2014(平成26)年式, 2013(平成25)年式, 2017(平成29)年式, 2012(平成24)年式, 2011(平成23)年式, 2010(平成22)年式, 2009(平成21)年式, 2008(平成20)年式, 2018(平成30)年式, 2019(令和元)年式"	"1000cc OVER"	"スズキ HAYABUSA隼"	"070BG112102"
"11210E0220 "	"<p>R-77 Slip-On Dual EPA<br /><br />適合車種<br />SUZUKI HAYABUSA 隼 2008年-2019年式<br /><br />メイン画像はカーボンタイプのものです。<br /> <br /> 中間パイプ:ステンレス<br /> <br /> 80db<br /> <br /> 注意：車検対応ではございません。<br /> <br /> 通常納期：約10-20営業日 ※</p><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p>※納期は通常納期の目安です。ご注文いただいた商品がバッグオーダーの場合お客様にご連絡いたします。その時点でのキャンセルではキャンセル料は必要ございませんのでご安心ください。但し、注文確定後はお客様ご都合のキャンセル及び返品等は出来ません。詳しくは<a href=""http://gigastation.jp/about-us.html"" target=""_blank"">こちら</a>をご覧ください。"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ スリップオン/ボルトオン"	"USヨシムラ HAYABUSA 隼 08-19 R-77 DUAL スリップオン EPA騒音規制対応(低音量バージョン) 11210E0220 11210E0520"	"USヨシムラ ハヤブサ隼 08-17 R-77 デュアルスリップオン EPA騒音規制対応(低音量バージョン) 11210E0*20"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/207/11210E0220__1.jpg?t=1579168356"	"(（株）ギガステーション) サイレンサータイプ: R[カーボン:11210E0220///image=exim/backup/images/variant_image/11210E0220__1.jpg,ステンレス(カーボンキャップ):11210E0520///modifier=-40000.000///modifier_type=A///image=exim/backup/images/variant_image/11210E0520.jpg]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A"	"USヨシムラ"	"スズキ"	"2016(平成28)年式, 2015(平成27)年式, 2014(平成26)年式, 2013(平成25)年式, 2017(平成29)年式, 2012(平成24)年式, 2011(平成23)年式, 2010(平成22)年式, 2009(平成21)年式, 2008(平成20)年式, 2018(平成30)年式, 2019(令和元)年式"	"1000cc OVER"	"スズキ HAYABUSA隼"	"11210E0220 "
"13210E0220"	"<p>R-77 Slip-On EPA<br /> <br /> メイン画像はカーボンタイプのものです。<br /> <br /> 中間パイプ:ステンレス<br /> <br /> 音量:80db<br /> <br />注意：車検対応ではございません。<br /> 通常納期：約10-20営業日 ※</p><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p>※納期は通常納期の目安です。ご注文いただいた商品がバッグオーダーの場合お客様にご連絡いたします。その時点でのキャンセルではキャンセル料は必要ございませんのでご安心ください。但し、注文確定後はお客様ご都合のキャンセル及び返品等は出来ません。詳しくは<a href=""http://gigastation.jp/about-us.html"" target=""_blank"">こちら</a>をご覧ください。"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ スリップオン/ボルトオン"	"USヨシムラ FZ1 06-13 R-77 スリップオン EPA(低音量バージョン) 13210E0**0"	"USヨシムラ FZ1 06-13 R-77 スリップオン EPA(低音量バージョン) 13210E0**0"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/23/13210E0220.jpg?t=1578974453"	"(（株）ギガステーション) サイレンサータイプ: R[カーボン:13210E0220///image=exim/backup/images/variant_image/13210E0220.jpg,ステンレス(ステンレスエンドキャップ):13210E0550///modifier=-25000.000///modifier_type=A,ステンレス(カーボンエンドキャップ):13210E0520///modifier=-18000.000///modifier_type=A///image=exim/backup/images/variant_image/13210E0520.jpg]///inventory=Y///missing_variants_handling=M///multiupload=N///required=N///status=A"	"USヨシムラ"	"ヤマハ"	"2013(平成25)年式, 2012(平成24)年式, 2011(平成23)年式, 2010(平成22)年式, 2009(平成21)年式, 2008(平成20)年式, 2007(平成19)年式, 2006(平成18)年式"	"751cc～1000cc"	"ヤマハ FZ1 Fazer"	"13210E0220"
"052RD231000 "	"<p><strong>Large Engine Plug / Large Timing Inspection Plug</strong><br /> <br /> 対応車種<br /> FZ8 2011-2013<br /> YZ250F 2008-2013<br /> TT-R230 2008-2012<br /> <br /> ヨシムラレーザーの刻印入り。<br /> <br /> 通常納期：約10-20営業日</p><br /><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ ボディパーツ"	"USヨシムラ YZ250F 2008-2013 ラージエンジンプラグ レッド(Large Engine Plug) 052RD231000"	"USヨシムラ FZ8/YZ250F ラージエンジンプラグ レッド(Large Engine Plug)"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/23/052RD231000.jpg?t=1578974445"	""	"USヨシムラ"	"ヤマハ"	"2013(平成25)年式, 2012(平成24)年式, 2011(平成23)年式, 2010(平成22)年式, 2009(平成21)年式, 2008(平成20)年式"	"151cc～250cc"	"ヤマハ YZ250F"	"052RD231000 "
"1380023220"	"<p>R-77D Slip-On<br /> <br /> 適合車種:FZ8 2011年-2013年式<br /> <br /> 中間パイプ:ステンレス<br /> <br /> ※注：日本国内での公道利用は出来ません。<br /> <br /> 通常納期：約10-20営業日 ※</p><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p>※納期は通常納期の目安です。ご注文いただいた商品がバッグオーダーの場合お客様にご連絡いたします。その時点でのキャンセルではキャンセル料は必要ございませんのでご安心ください。但し、注文確定後はお客様ご都合のキャンセル及び返品等は出来ません。詳しくは<a href=""http://gigastation.jp/about-us.html"" target=""_blank"">こちら</a>をご覧ください。"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ スリップオン/ボルトオン"	"USヨシムラ FZ8 11-13 R-77D スリップオン 1380023220 1380023520"	"USヨシムラ FZ8 11-13 R-77D スリップオン"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/23/1380023220.jpg?t=1578974457"	"(（株）ギガステーション) サイレンサータイプ: R[カーボン:1380023220///image=exim/backup/images/variant_image/1380023220.jpg,ステンレス(カーボンエンドキャップ):1380023520///modifier=-18000.000///modifier_type=A///image=exim/backup/images/variant_image/1380023520.jpg]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A"	"USヨシムラ"	"ヤマハ"	"2013(平成25)年式, 2012(平成24)年式, 2011(平成23)年式"	"751cc～1000cc"	"ヤマハ FZ8"	"1380023220"
"13140E0220"	"<p>R-77 Dual スリップオン EPA Noise Compliant<br /> <br /> YAMAHA YZF-R1 2009年-2014年式<br /> <br /> メイン画像はカーボンタイプのものです。<br /> <br /> 中間パイプ:ステンレス<br /> <br /> 音量:80db<br /> <br /> 注意：車検対応ではございません。<br /> <br /> 通常納期：約10-20営業日 ※</p><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p>※納期は通常納期の目安です。ご注文いただいた商品がバッグオーダーの場合お客様にご連絡いたします。その時点でのキャンセルではキャンセル料は必要ございませんのでご安心ください。但し、注文確定後はお客様ご都合のキャンセル及び返品等は出来ません。詳しくは<a href=""http://gigastation.jp/about-us.html"" target=""_blank"">こちら</a>をご覧ください。"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ スリップオン/ボルトオン"	"USヨシムラ YZF-R1 09-14 R-77 デュアルスリップオン EPA低音量バージョン 13140E0*0"	"USヨシムラ YZF-R1 09-14 R-77 デュアルスリップオン EPA低音量バージョン 13140E0*0"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/207/13140E0220__1.jpg?t=1579168356"	"(（株）ギガステーション) サイレンサータイプ: R[カーボン:13140E0220///image=exim/backup/images/variant_image/13140E0220__1.jpg,ステンレス(カーボンエンドキャップ):13140E0520///modifier=-38000.000///modifier_type=A///image=exim/backup/images/variant_image/13140E0520.jpg]///inventory=Y///missing_variants_handling=M///multiupload=N///required=N///status=A"	"USヨシムラ"	"ヤマハ"	"2014(平成26)年式, 2013(平成25)年式, 2012(平成24)年式, 2011(平成23)年式, 2010(平成22)年式, 2009(平成21)年式"	"751cc～1000cc"	"ヤマハ YZF-R1/S/M"	"13140E0220"
"R-KABC-K "	"<p>Axle Adjuster Blocks<br /> <br /> 対応車種<br /> YZF-R6S 06-09<br /> YZF-R6 03-05<br /> <br /> 通常納期：約10営業日-1ヶ月営業日</p><br /><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ ボディパーツ"	"USヨシムラ YZF-R6 03-05 リアアクスルブロックKIT(Axle Adjuster Blocks) R-KABC-K"	"USヨシムラ YZF-R6S 06-09他 リアアクスルブロックKIT(Axle Adjuster Blocks)"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/23/R-KABC-K.jpg?t=1578974458"	""	"USヨシムラ"	"ヤマハ"	"2005(平成17)年式以前"	"401cc～650cc"	"ヤマハ YZF-R6"	"R-KABC-K "
"13620E7220"	"<table style=""width: 100%; background-color: #ffffff;"" border=""0"" cellpadding=""2""><tbody><tr><td bgcolor=""#e7e7e7"" width=""139"">メーカー</td><td colspan=""4"">YOSHIMURA R&amp;D</td></tr><tr><td bgcolor=""#e7e7e7"">適合車種</td><td width=""101"">YAMAHA</td><td width=""189"">YZF-R6</td><td bgcolor=""#e7e7e7"" width=""80"">年式</td><td width=""222"">2006-2019年式</td></tr><tr><td bgcolor=""#e7e7e7"">マフラータイプ</td><td colspan=""4"">スリップオン Signature TRC</td></tr><tr><td rowspan=""2"" bgcolor=""#e7e7e7"">サイレンサー素材</td><td>13620E7220</td><td colspan=""3"">カーボン</td></tr><tr><td>13620E7550</td><td colspan=""3"">ステンレス</td></tr><tr><td bgcolor=""#e7e7e7"">中間パイプ</td><td colspan=""4"">ステンレス</td></tr><tr><td bgcolor=""#e7e7e7"">音量</td><td colspan=""4"">80dB<span style=""font-size: x-small;""> - EPA(アメリカ合衆国環境保護庁)規制対応</span></td></tr><tr><td bgcolor=""#e7e7e7"">添付品</td><td colspan=""4"">サイレンサー,中間パイプ,金具類一式</td></tr><tr><td bgcolor=""#e7e7e7"" width=""139"">通常納期</td><td colspan=""4"">2週間から3週間程度 <span style=""font-size: x-small;"">※</span></td></tr><tr><td bgcolor=""#e7e7e7"">車検</td><td colspan=""4""><span>非適合。日本国内での公道利用は出来ません。</span></td></tr><tr><td bgcolor=""#e7e7e7"" width=""139"">メーカーURL</td><td colspan=""4""><a href=""http://www.yoshimura-rd.com"" target=""_blank"">http://www.yoshimura-rd.com</a></td></tr></tbody></table><table style=""width: 100%;"" border=""0"" cellspacing=""0"" cellpadding=""2""><tbody><tr><td align=""center"" valign=""top"" width=""27""><span style=""font-size: x-small;"">※</span></td><td width=""525""><span>納期は通常納期の目安です。ご注文いただいた商品がバッグオーダーの場合お客様にご連絡いたします。その時点でのキャンセルではキャンセル料は必要ございませんのでご安心ください。但し、注文確定後はお客様ご都合のキャンセル及び返品等は出来ません。詳しくは<a href=""http://gigastation.jp/about-us.html"" target=""_blank"">こちら</a>をご覧ください。</span></td></tr></tbody></table><p>?</p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ スリップオン/ボルトオン"	"USヨシムラ YZF-R6V 06-19 TRC スリップオン EPA騒音規制対応(低音量バージョン) 13620E7**0"	"USヨシムラ YZF-R6V 06-16 TRC スリップオン EPA騒音規制対応(低音量) 13620E7220 "	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/207/13620E7220__1.jpg?t=1579168357"	"(（株）ギガステーション) サイレンサータイプ: R[カーボン:13620E7220///image=exim/backup/images/variant_image/13620E7220__1.jpg,ステンレス:13620E7550///modifier=-11800.000///modifier_type=A///image=exim/backup/images/variant_image/13620E7550.jpg]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A"	"USヨシムラ"	"ヤマハ"	"2016(平成28)年式, 2015(平成27)年式, 2014(平成26)年式, 2013(平成25)年式, 2017(平成29)年式, 2012(平成24)年式, 2011(平成23)年式, 2010(平成22)年式, 2009(平成21)年式, 2008(平成20)年式, 2007(平成19)年式, 2006(平成18)年式, 2018(平成30)年式, 2019(令和元)年式"	"401cc～650cc"	"ヤマハ YZF-R6"	"13620E7220"
"228400D321"	"<p><strong>USヨシムラ RS-4 Stainless/Aluminum Full System</strong><br /> <br /> 対応車種:HONDA CRF250R 2011年-2013年式<br /> <br /> 中間パイプ：ステンレス<br /> サイレンサー：アルミ<br /> エンドキャップ：カーボン<br /> <br /> 注意：公道での利用は出来ません。<br /> <br /> 通常納期：2週間から1ヵ月程度 ※</p><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com"">クリック</a>してください。</p><p>※納期は通常納期の目安です。ご注文いただいた商品がバッグオーダーの場合お客様にご連絡いたします。その時点でのキャンセルではキャンセル料は必要ございませんのでご安心ください。但し、注文確定後はお客様ご都合のキャンセル及び返品等は出来ません。詳しくは<a href=""http://gigastation.jp/about-us.html"" target=""_blank"">こちら</a>をご覧ください。</p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ フルエキゾースト"	"USヨシムラ RS-4 ステンレス/アルミ フルエキ CRF250R 11-13 228400D321"	"USヨシムラ RS-4 ステンレス/アルミ フルエキ CRF250R 11-13 228400D321"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/208/228400D320__1.jpg?t=1578980427"	""	"USヨシムラ"	"ホンダ"	"2013(平成25)年式, 2012(平成24)年式, 2011(平成23)年式"	"151cc～250cc"	"ホンダ CRF250R"	"228400D321"
"090RD225700"	"<p><strong>USヨシムラ Steering Stem Nut</strong><br /> <br /> 対応車種<br /> CRF250X 2004-2013<br /> CRF450X 2005-2012<br /> CRF450R 2002-2015<br /> <br /> ヨシムラレーサーの刻印入り。<br /> <br /> 通常納期：約10-20営業日</p><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ ステアリングステムナット(Steering Stem Nut)"	"USヨシムラ CRF250X 02-13 ステアリングステムナット(Steering Stem Nut Kit) 090RD225700"	"USヨシムラ CRF250X 02-13 ステアリングステムナット"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/23/090RD225700.jpg?t=1578974446"	""	"USヨシムラ"	"ホンダ"	"2013(平成25)年式, 2012(平成24)年式, 2011(平成23)年式, 2010(平成22)年式, 2009(平成21)年式, 2008(平成20)年式, 2007(平成19)年式, 2006(平成18)年式, 2005(平成17)年式以前"	"151cc～250cc"	"ホンダ CRF250X"	"090RD225700"
"R-433-2283"	"<p>Yoshimura EMS PIM2 Unit<br /> <br /> 適応車種<br /> CRF250R 10-12<br /> <br /> インジェクション車専用のセッティングツールです。<br /> パソコン上でスロット開度とエンジン回転数別に燃料マップと点火タイミングマップを作成することができます。<br /> オプションパーツでシステムを構築することができます。<br /> ＊オプションパーツは別料金です。<br /> <br /> <strong>オプションパーツ</strong><br /> Replacement USB Cable …バイクとPIM2と接続することができます。<br /> Replacement Bracket …バイクにPIM2の置き場を作ることができます。<br /> Replacement Harness …バイクとPIM2と接続することができます。<br /> <br /> 注意：車検対応ではございません。<br /> <br /> 通常納期：約10-20営業日</p><br /><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p><br /> <br /><p>マップはこちらを<a href=""http://www.yoshimura-rd.com/ps-4211-1851-ems-pim2-fuel-maps.aspx"">クリック</a>してください。</p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ フューエル コントローラ"	"USヨシムラ CRF250R 10-12 EMS PIM2 Unit R-433-2283"	"USヨシムラ CRF250R 10-12 EMS PIM2 Unit"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/23/R-433-228313188437234e9bf54b4ac2a.jpg?t=1578974458"	"(（株）ギガステーション) Replacement USB Cable: R[無し,有り:R-433-USB///modifier=1080.000///modifier_type=A///image=exim/backup/images/variant_image/R-433-USB13195292484ea66b202aacf.jpg]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (（株）ギガステーション) Replacement Bracket: R[無し,有り:R-433-2191-BRKT///modifier=1750.000///modifier_type=A///image=exim/backup/images/variant_image/R-433-2191-BRKT13195293104ea66b5e077cc.jpg]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (（株）ギガステーション) Replacement Harness: R[無し,有り:R-433-2283-HB///modifier=12820.000///modifier_type=A///image=exim/backup/images/variant_image/R-433-2283-HB.jpg]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A"	"USヨシムラ"	"ホンダ"	"2012(平成24)年式, 2011(平成23)年式, 2010(平成22)年式"	"151cc～250cc"	"ホンダ CRF250R"	"R-433-2283"
"R-433-2257"	"<p>Yoshimura EMS PIM2 Unit<br /> <br /> 適応車種<br /> CRF450R 09<br /> <br /> インジェクション車専用のセッティングツールです。<br /> パソコン上でスロット開度とエンジン回転数別に燃料マップと点火タイミングマップを作成することができます。<br /> オプションパーツでシステムを構築することができます。<br /> ＊オプションパーツは別料金です。<br /> <br /> <strong>オプションパーツ</strong><br /> Replacement USB Cable …バイクとPIM2と接続することができます。<br /> Replacement Bracket …バイクにPIM2の置き場を作ることができます。<br /> Replacement Harness …バイクとPIM2と接続することができます。<br /> <br /> 注意：車検対応ではございません。<br /> <br /> 通常納期：約10-20営業日</p><br /><p>メーカーページはこちらを<a href=""http://www.yoshimura-rd.com/"">クリック</a>してください。</p><br /> <br /><p>マップはこちらを<a href=""http://www.yoshimura-rd.com/ps-4233-1813-ems-pim2-fuel-maps.aspx"">クリック</a>してください。</p>"	"輸入メーカー///アメリカ///USヨシムラ///USヨシムラ フューエル コントローラ"	"USヨシムラ CRF450R 09 EMS PIM2 Unit R-433-2257"	"USヨシムラ CRF450R 10-12 EMS PIM2 Unit"	"https://d2bln9d034cv4j.cloudfront.net/images/detailed/23/R-433-2257A.jpg?t=1578974457"	"(（株）ギガステーション) Replacement Bracket: R[無し,有り:R-433-2191-BRKT///modifier=1750.000///modifier_type=A///image=exim/backup/images/variant_image/R-433-2191-BRKT.jpg]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (（株）ギガステーション) Replacement USB Cable: R[無し,有り:R-433-USB///modifier=1080.000///modifier_type=A///image=exim/backup/images/variant_image/R-433-USB13195274534ea6641d7e9f1.jpg]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A; (（株）ギガステーション) Replacement Harness: R[無し,有り:R-433-2257-HB///modifier=13500.000///modifier_type=A///weight_modifier=13500.000///weight_modifier_type=A///image=exim/backup/images/variant_image/R-433-2257-HB.jpg]///inventory=N///missing_variants_handling=M///multiupload=N///required=N///status=A"	"USヨシムラ"	"ホンダ"	"2012(平成24)年式, 2011(平成23)年式, 2010(平成22)年式"	"401cc～650cc"	"ホンダ CRF450R"	"R-433-2257"
